id,titulo,genero,actor1,actor2,actor3,director,anio,calidad,formato,sinopsis
1089,EL FINAL DE UN CANALLA(El día de los tramposos),Western,Kirk Douglas,Henry Fonda,Burgess Meredith,Joseph L Mankiewicz,1970,Color,DVD,"17-06-1971 18 de julio
Título alternativo: El día de los tramposos
Título original:There was a crooked man"
1735,EL COFRE DE LA MUERTE (Piratas del Caribe),Aventuras,Johnny Depp,Orlando Bloom,Keira Knighytley,Gore Verbonski,2006,Color,DVD,"7-07-2006 Movie Center, Grupocine, Alfabeta Hoyts"
2293,DR JEKYLL AND MR HYDE,Drama,Spencer Tracy,Ingrid Bergman,Lana Turner,Victor Fleming,1941,B&N,DVD,3-04-1942 Metro
2292,DR JEKYLL AND MR HYDE,Drama,Fredric March,Miriam Hopkins,Rose Hobart,Robert Mamoulian,1932,B&N,DVD,7-10-1932 Ariel
2294,EL CANARIO AMARILLO,Cine Negro,Anna Neagle,Richard Greene,Albert Lieven,Herbert Wilcox,1943,B&N,DVD,"30-11-1944 Radio City
Sally Matland (Anna Neagle) es una aristócrata inglesa amiga de los nazis.
El gobierno británico quiere reclutarla, ella viaja a Canadá donde funciona una red de espías pro nazis. Un oficial inglés (Richard Greene) se enamorará de ella."
1780,LA CARAVANA DE AUDACES (Camino de Santa Fe),Western,Errol Flynn,Olivia de Havilland,Ronald Reagan,Michael Curtiz,1940,B&N,DVD,Fecha de estreno en Montevideo:9-07-1941 Trocadero
2296,GIVE ME A SAILOR,Comedia,Bob Hope,Martha Raye,Betty Grable,Elliot Nugat,1938,B&N,DVD,"Curiosidad: pese a ser una película con Bob Hope acompañado por dos actrices de cierto renombre en su momento, no fue estrenada en Uruguay."
721,DUELO EN EL BARRO,Western,Don Murray,Richard Egan,Lee Remick,Richard Fleischer,1959,Color,DVD,3-09-1959
2297,LOUISIANA PURCHASE,Comedia,Bob Hope,Vera Zorina,Victor Moore,Irving Cummins,1941,B&N,DVD,17-09-1942 Ambassador
2298,NEVER SAY DIE (Nunca digas muerte),Comedia,Bob Hope,Martha Raye,Andy Devine,Elliot Nugent,1939,B&N,DVD,No estrenada en Uruguay
720,TOM DE LOS MARES DE LA CHINA(Serial),Aventuras,Harry Lauter,Aline Towne,Lyle Talbot,Franklin Adreon,1954,ByN,DVD,"Las provincias del interior de China que están bajo la protección de las Naciones Unidas se rebelan contra su gobernador. Bumatra es un territorio que está fuera del Protectorado de la UN y sus costas son usadas para contrabandear armas, municiones y explosivos. 
  En este enrarecido clima entra a batallar Tom Rogers, un joven marino que ve morir al mejor de sus amigos a manos de criminales saboteadores."
2299,MI RUBIA FAVORITA,Comedia,Bob Hope,Madeleine Carroll,Gale Sondegaard,Sidney Lanfield,1942,B&N,DVD,30-07-1942 Ambassador
2300,STAR SPANGLED RHYTHM,Comedia,Bob Hope,Bing Crosby,Fred MacMurray,George Marshall,1942,B&N,DVD,11-08-1943 Trocadero
2301,JUEGO DE GEMELAS,Comedia,Lindsay Lohan,Dennis Quaid,Natasha Richardson,Nancy Meyers,1998,Color,DVD,"26-03-1999 Ejido, P Carretas, Movie Portones
   Hallie Parker es una niña de California y Annie James es otra bella niña de Londres. Ambas son gemelas idénticas (interpretadas las dos por Lohan) y no saben la existencia de la otra. Un día se conocen casualmente en un campamento de verano y sus sueños pasan por un ingenioso plan para lograr que sus padres se reconcilien y puedan tener la familia que siempre soñaron."
2302,VENENO IMPLACABLE,Drama,James Cagney,Raymond Massey,Phyllis Thaxter,Gordon Douglas,1951,B&N,DVD,"3-10-1955 El Polvorín, Iguazú
  Lew Marsh lo tiene todo para triunfar en el mundo del periodismo: talento para escribir, trabajo en un prestigioso peródico y una chica enamorada de él.
   Todo lo pierde por su adición al alcohol. Luego de un accidente decide recuperarse, cuando sale se encuentra solo, sin amigos, sin trabajo pero conocerá a Charles, otro ex-alcoholico con el que pasa a convivir.
   Tras varios años sin problemas con el alcohol recupera su trabajo y puede ayudar a otros enfermos.
   Nominada al Oscar a mejor actor secundario (Gig Young)"
2186,EL RUISEÑOR DEL EMPERADOR,Dibujos Animados,Helena Patockova,JaromirSobotoa,Jana Kuhna,Jiri Trnka,1948,Color,DVD,3-06-1958 Estudio Auditorio
2573,INFIERNO EN LA BAHIA DE SAN FRANCISCO,Cine Negro,Alan Ladd,EdwardRobinson,Joanne Dru,Frank Tuttle,1955,Color,DVD,"5-09-1957 Censa. Título local:Engendrdel mal
  Cuando el policía Steve Collins es acusado de un asesinato que no cometió  es condenado a cinco años de prisión. Al quedar en libertad se lanza a la captura del responsable del complot que lo envió a la carcel."
2303,EL VUELO DEL FENIX,Aventuras,James Stewart,Richard Attenborough,Hardy Kruger,Robert Aldrich,1965,Color,DVD,"3-11-1966 Censa
Cuando un avión debe aterrizar de urgencia en el Sahara, la única esperanza para la tripulación es tratar de reconstruir el avión antes que todos mueran de insolación o de hambre."
2304,GRANDES HORIZONTES,Western,Alan Ladd,Virginia Mayo,Edmond O´Brien,Gordon Douglas,1957,Color,DVD,"18-05-1959 Iguazú
Tras la guerra civil, Chad Morgan (Alan Ladd) es uno de los muchos ex confederados que conduce ganado desde Texas a Missouri"
2305,LA VUELTA AL MUNDO EN 80 DIAS,Comedia,Pierce Brossnan,Eric Iddle,Peter Ustinov,Buzz Kulik,1989,Color,DVD,"Mini serie TV
Un ladrón ha robado 55000 libras del Banco de Inglaterra. Por su vestimenta todos creen que era un caballero. Algunos sospechan de Phileas Fogg, un auténtico caballero inglés que ha hecho una puesta con sus pares del Reform Club de que es posible dar la vuelta al mundo en 80 días."
2310,LA MANO EN LA SOMBRA,Cine Negro,Elliot Reid,Carla Balenda,Raymond Burr,William Cameron Menzies,1951,B&N,DVD,"11-08-1953 Rex
   Matt Corbin (Elliot Reid) se encuentra en una localidad pesquera dispuesto a escribir un artículo para una revista cuando descubre cosas extrañas: los peces aparecen muertos y nadie quiere hablar sobre el tema. Corbin decide investigar por su cuenta y descubre la existencia de un laboratorio donde se realizan experimentos bacteriológicos y no tardará de darse cuenta de que la Unión Soviética está detrás de ese plan."
2311,GUARDAESPALDAS,Cine Negro,Lawrence Tierney,Priscilla Lane,Philip Reed,Richard Fleischer,1948,B&N,DVD,19-01-1950 Rex
2312,VEN DETRÁS DE MI,Cine Negro,William Lundigan,Dorothy Patrick,Jeff Corey,Richard Fleischer,1949,B&N,DVD,9-08-1950 Radio City
2313,ACUSADO DE TRAICION,Cine Negro,Bill Williams,Barbara Hale,Richard Quine,Richard Fleischer,1949,B&N,DVD,10-04-1950 Radio City
2314,ATRACO AL FURGON BLINDADO,Cine Negro,Charles McGraw,William Talman,Adele Jergens,Richard Fleischer,1950,B&N,DVD,30-09-1951 Renacimiento
2315,TESTIGO ACCIDENTAL,Cine Negro,Charles McGraw,Marie Windsor,Jacqueline White,Richard Fleischer,1952,B&N,DVD,23-09-1953 Rex
2564,FIN DE FIESTA,Drama,Arturo Garcia Buhr,Leonardo Favio,Graciela Borges,Leopoldo Torre Nilson,1960,B&N,DVD,"20-06-1960 Central
El hijo de un caudillo político y su relación con el matón de su padre, en la década de los 30 del siglo XX."
2317,EL VALS DEL EMPERADOR,Comedia,Bing Crosby,Joan Fontaine,Roland Culver,Billy Wilder,1948,Color,DVD,17-02-1949 California
2316,UN YANQUI EN LA CORTE DEL REY ARTURO,Comedia,Bing Crosby,Rhonda Fleming,William Bendix,Tay Garnett,1949,Color,DVD,19-03-1951 Plaza
2473,MARRUECOS,Aventuras,Marlene Dietrich,Gary Cooper,Adolphe Menjou,Josef Von Sternberg,1930,B&N,DVD,"En una ciudad marroquí donde está la Legión Extranjera, Amy Jolly (Dietrich), una cantante de cabaret que por problemas económicos canta en un café de segunda categoría, tiene como novio a un rico pintor (Menjou), pero se enamora del apuesto legionario Tom Brown (Cooper).
21-08-1931 Ariel"
1265,BERTH MARKS,Comica,Stan Laurel,Oliver Hardy,Paulette Goddard,Lewis Foster,1929,B&N,DVD,
2330,CHUKA,Western,Rod Taylor,Ernest Borgnine,John Mills,Gordon Douglas,1967,Color,DVD,29-04-1968 18 de Julio
2331,THE TIN STAR (Venganza Mortal),Western,Henry Fonda,Anthony Perkins,Betsy Palmer,Anthony Mann,1957,B&N,DVD,10-09-1958 Iguazú
2332,THE LEMON DROP KID (De pícaro a pícaro),Comedia,Bob Hope,Marilyn Maxwell,Lloyd Nolan,Sidney Lanfield,1951,B&N,DVD,31-03-1953 Trocadero
2333,AVENTURERO DEL PACIFICO,Comedia,John Wayne,Lee Marvin,Elizabeth Allen,John Ford,1963,Color,DVD,22-11-1963 Censa
2339,IL SORPASO,Drama,Vittorio Gassman,Jean Louis Trintignant,Catherine Spaak,Dino Rissi,1962,B&N,DVD,1-07-1963 Plaza
2334,"SI ES MARTES,DEBE SER BELGICA",Comedia,Ian McShane,Suzanne Pleshette,Ben Gazzara,Mel Stuart,1969,Color,DVD,22-10-1970 Ambassador
2340,LOS TRES DESAFIOS DE TARZAN,Aventuras,Jock Mahoney,Woody Strode,Tsu Kobayashi,Robert Day,1963,Color,DVD,23-01-1064 Metro Iguazu
2375,NEWS OF THE WORLD (Noticias del gran mundo),Western,Tom Hanks,Helena Zengel,Tom Astor,Paul Greengrass,2020,Color,DVD,"Tom Hanks se gana la vida yendo de pueblo en pueblo comentando las noticias del mundo.
 Le encargan la misión de entregar una niña que fue rescatada de los indios Kiowas que la habían raptado unos años antes."
2295,CAUGHT IN THE DRAFT El Cabo Raso,Comedia,Bob Hope,Dorothy Lamour,Lynne Overman,David Butler,1941,B&N,DVD,19-03-1942 Radio City
2344,LA TRAGEDIA DEL CIRCO,Drama,Humphrey Bogart,Sylvia Sidney,Eddie Albert,Ray Enright,1941,B&N,DVD,4-09-1941 Radio City
2345,KIT CARSON EL GRAN EXPLORADOR(serial),Western,Johnny Mack Brown,Betsy King Ross,Noah Beery Sr,Colbert Clark-Armand Schaefer,1933,B&N,DVD,11-04-1947. Varias salas en episodios
2326,EN EL BOSQUE,Ciencia Ficción,Meryl Streep,Emily Blunt,Johnny Depp,Rob Marshall,2014,Color,DVD,"26-02-2015. Grupo Cine P Carretas, Torre de los Profesionales, Movie Montevideo, Portones."
2327,EN EL CORAZON DEL MAR,Aventuras,Chris Hemsworth,Benjamin Walter,Cilian Murphy,Ron Howard,2015,Color,DVD,"1-01-2016. Grupo Cine
En 1820 un escritor llamado Herman Melville tiene entrevistas con viejos hombres balleneros."
2328,LAGRIMAS DE UNA MADRE,Drama,Olivia de Havilland,John Lund,Roland Culver,Mitchell Leisen,1946,B&N,DVD,"17-10-1946 Ambassador
Durante la Primera Guerra MunidialJosephine Norris es una joven que se enamora de un piloto que fallece antes de que pudieran casarse. Embarazada, tiene un hijo, que debido a las presiones sociales de la época cede en adopción.
 Por su actuación Olivia de Havilland obtuvo el Oscar de la Academia"
2318,GOOFY LA PELICULA,Dibujos Animados,Goofy,Goofy Jr,Pedro,Kevin Lima,1996,Color,DVD,"29-03-1996 Nuevo Ambassador, Montevideo Shopping
Goofy sale de vacaciones con su hijo"
2319,LA HIJA DE DON Q (Serial),Aventuras,Adrian Booth,Kirk Alyn,Roy Barcroft,Spencer Bennet,1946,B&N,DVD,"Un descendiente de Quantaro desea eleminar a todos los demas herederos para quedarse con gran parte del territorio de California.
  Será enfrentado por Dolores Quantaro(Adrian Booth), otra descendiente con la ayuda del detective Roberts (Kirk Ayin, antes de ser el primer interprete de Superman)."
2320,LA NOCHE DE LOS GENERALES,Drama,Peter O'Toole,Omar Sharif,Philippe Noiret,Anatole Litvak,1967,Color,DVD,"27-07-1967 Censa
En Varsovia, durante la ocupación nazi, una prostituta es salvajemente asesinada. Según declaración de un testigo el crimen ha sido cometido por un general alemán al que no le vio el rostro pero si el uniforme."
2321,MUJERCITAS,Drama,Saoirse Ronan,Emma Watson,Florence Pugh,Greta Gerwig,2019,Color,DVD,"30-01-2020. Grupo Cine y Movie Center
Nueva versión de la novela de Louisa May Alcott"
2322,ARGELIA,Aventuras,Yvonne DeCarlo,Carlos Thompson,Raymond Burr,Lesley Selander,1953,B&N,DVD,"25-01-1954 Trocadero
Ivette Comte (Ivonne de Carlo) es una espía al servicio de la legión extranjera. Haciéndose pasar por una cantante de cabaret se gana la confianza de un lider rebelde (Raymond Burr). En el  transcurso de su misión se encontrará con un antiguo amor interpretado por el  rioplatense Carlos Thomson."
2323,SOLO EL CIELO LO SABE,Drama,Jane Wyman,Rock Hudson,Agnes Moorehead,Douglas Sirk,1957,Color,DVD,"6-05-1957 Trocadero, Eliseo.
Una viuda inicia un romance con su jardinero menor que ella.Se encontrará con el rechazo de su famila y la sociedad de su pueblo.
  En Uruguay se estrenó con el titulo ""Lo que el cielo nos da"""
2324,IMITACION DE LA VIDA,Drama,Claudette Colbert,Warren William,Rochell Hudson,John M Stahl,1934,B&N,DVD,"13-09-1935 Ariel.
Una joven viuda, en compañia de su criada instala una fábrica de panqueques. El paso de los años le trae progreso económico pero la vida le traerá otros problemas."
2325,IMITACION DE LA VIDA,Drama,Lana Turner,John Gavin,Sandra Dee,Douglas Sirk,1959,Color,DVD,"5-10-1959. Censa
Una joven actriz viuda, con una pequeña hija a su cargo trata de hacerse un lugar en el mundo del arte. Lo logrará pero la vida le planteará varias y dificiles situaciones."
